acousticness,danceability,duration_ms,energy,song_title,artist
0.557,0.462,176147,0.714,Do I Love You?,The Ronettes
0.916,0.334,700027,0.265,Night on Bald Mountain,Modest Mussorgsky
0.00325,0.686,280480,0.61,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo
0.517,0.691,445227,0.714,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo
0.292,0.592,265827,0.688,Ole,The Funkees
0.0164,0.653,373333,0.875,Greetings,Joni Haastrup
0.0314,0.86,304138,0.857,5thep,Todd Osborn
0.0114,0.682,319760,0.78,Cavern,Liquid Liquid
0.0491,0.703,194147,0.464,Your Love,Mick Jenkins
0.895,0.444,151092,0.412,Sleepwalk,Santo & Johnny
0.0624,0.476,309064,0.571,What I Might Do - Kilter Remix,Ben Pearce
0.000286,0.313,309524,0.872,Waiting Around For Grace,Pond
4.19E-05,0.636,326129,0.864,Nobodys Fool - Ben Pearce Remix,Real Connoisseur
0.0983,0.632,342173,0.586,Smoke On The Water,Deep Purple
0.314,0.43,193427,0.734,Able to See Me,Hippie Sabotage
0.809,0.833,186567,0.684,Oogum Boogum Song,Brenton Wood
0.723,0.688,427227,0.421,The Gaudy Side of Town,Gayngs
0.577,0.438,290587,0.404,The Walker,Gayngs
0.59,0.789,219129,0.698,Ultimate Painting,Ultimate Painting
0.156,0.819,214154,0.671,Agorinha,Sango
0.887,0.366,210400,0.407,I'm Glad,Captain Beefheart & His Magic Band
0.149,0.71,255333,0.959,Apollo Throwdown (Star Slinger Remix),The Go! Team
0.00727,0.582,302120,0.734,Boys Life,Small Black
0.349,0.545,212147,0.507,Dirt And Grime,Fathers Children
4.61E-06,0.479,230560,0.854,Pedestrian at Best,Courtney Barnett
0.0175,0.564,220573,0.737,Middle,DJ Snake
0.198,0.89,326318,0.52,Something About You - Extended Mix,Hayden James
0.00543,0.363,178772,0.755,Only You,Mac Demarco
0.101,0.867,302880,0.669,The One,ZHU
0.612,0.59,219560,0.578,Way Down We Go,Kaleo
0.000825,0.832,365747,0.496,Deeper Than Love,Colleen Green
0.478,0.839,181260,0.585,Back Pocket,Vulfpeck
0.0716,0.447,156467,0.416,All I Wanna Do,The Beach Boys
0.0328,0.598,260400,0.657,Water,Jamaican Queens
0.0664,0.643,335399,0.889,You,Ejeca
0.00324,0.746,383107,0.613,Voodoo Ray - Danny Tenaglia Remix,A Guy Called Gerald
0.000624,0.906,311365,0.648,Jack,Breach
0.000334,0.907,183581,0.616,Jack,Breach
0.331,0.578,237672,0.633,Mary Jane (Jamie Xx - Girl Remix),Jamie xx
0.00431,0.808,362282,0.916,Chunky - Club Mix,Format:B
0.0252,0.745,272677,0.894,One Who Lost,DJ Dodger Stadium
0.0125,0.634,405933,0.858,Delorean Dynamite,Todd Terje
0.198,0.603,145773,0.921,Do You Want a Man - Heaven & Hell Remix,William Onyeabor
0.00166,0.587,205307,0.841,Celebrando,CLUBZ
0.0289,0.93,204992,0.483,No Eyes (Radio Edit),Claptone
0.0124,0.585,264000,0.62,Fanfare,Magic City Hippies
0.0245,0.803,316373,0.427,Dorothy,Polo & Pan
0.411,0.757,199200,0.868,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies
0.157,0.729,267000,0.818,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex
2.60E-05,0.76,272082,0.669,Paris Groove (Original Mix),Boston Bun
0.000885,0.79,312000,0.427,Nothing,HNNY
0.207,0.786,206081,0.963,Hey DJ,Worlds Famous Supreme Team
0.242,0.708,196000,0.441,Tighten Up - Pt. 1,Archie Bell & The Drells
0.643,0.729,261853,0.666,Ohye Atar Gyan,Ebo Taylor
0.312,0.76,370813,0.636,Heaven,Ebo Taylor
0.847,0.661,128053,0.76,I'm Walkin' - 2002 Digital Remaster,Fats Domino
0.00428,0.704,405560,0.895,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order
0.0154,0.606,195307,0.913,Dreams Never End - 2015 Remastered Version,New Order
0.00207,0.587,546467,0.915,Plastic - Extended Mix,New Order
0.16,0.66,172507,0.591,You Are the Right One,Sports
0.000779,0.34,207813,0.454,Let Me Try,Kaleidoscope
0.0476,0.723,418880,0.755,Thinking of You,Lord Echo
0.717,0.285,163213,0.512,Just Say The Word,Jerry Townes
0.218,0.63,590707,0.862,Obi Agye Me Dofo,Vis à Vis
0.783,0.418,219800,0.0962,I'm Going Down,Rose Royce
0.087,0.529,258440,0.571,Said So What,French Kicks
0.0112,0.465,232867,0.727,Carl Sagan,Night Moves
0.0133,0.69,498333,0.911,Muzik Xpress,X-Press 2
0.0044,0.449,234613,0.962,A Hundred Ropes,Minor Victories
0.9,0.582,238400,0.401,No Woman,Whitney
0.934,0.44,254360,0.433,Episode I - Duel of The Fates,John Williams
0.0395,0.669,574800,0.904,Giant,The The
0.189,0.622,319125,0.752,Hush,Magic City Hippies
6.89E-05,0.286,215822,0.704,Desire,DILLY DALLY
0.0552,0.373,202200,0.63,Shut Up Kiss Me,Angel Olsen
0.136,0.906,235040,0.444,No Heart,21 Savage
0.00134,0.789,162815,0.682,We Want Some Pussy,Ezale
0.155,0.822,156879,0.863,We Out Here,Ezale
0.0599,0.756,257053,0.853,By Design,Kid Cudi
0.189,0.555,52006,0.759,Aloha,Chris Bear
0.0633,0.897,334467,0.661,Bad and Boujee (feat. Lil Uzi Vert),Migos
0.56,0.654,185804,0.499,The Winner Is - from Little Miss Sunshine,DeVotchKa
0.0442,0.679,321560,0.462,Virile,The Blaze
0.0004,0.804,434958,0.64,Let Me Tell U,Jimmy Edgar
0.078,0.815,489750,0.459,Wonky Bassline Disco Banger,Red Rack'Em
1.65E-05,0.499,395200,0.506,Remember,Gino Soccio
0.0423,0.84,397388,0.918,Anti Social Tendencies,The Parallax Corporation
0.0109,0.816,179865,0.747,What Time Is Love (Live at SSL mix),Lifelike
0.016,0.646,142584,0.757,The Spirit Blossoms All Over the Land,Onra
0.028,0.658,109031,0.568,On the Lips,Frankie Cosmos
0.00159,0.865,250273,0.603,Stripper,Fancy Fux
0.003,0.754,281658,0.968,Operator (Ring Ring) ft. Dances With White Girls,Chris Lake
0.0372,0.89,400926,0.443,Big Jet Plane - Animal Trainer Remix,Jan Blomqvist
0.514,0.731,515087,0.638,Fight,Nicolas Jaar
0.109,0.748,250000,0.623,Bambi,Jidenna
0.758,0.744,169333,0.555,Raindrops,The Silvertones
0.34,0.77,181867,0.409,Truths & Rights,Johnny Osbourne
0.269,0.663,361173,0.602,Smoke,Ohio Players
0.411,0.236,186426,0.706,You Are My Special Angel,The Vogues
0.666,0.354,138933,0.366,Just A Little Lovin',Dusty Springfield
0.517,0.367,215840,0.215,Unchained Melody,The Righteous Brothers
0.00594,0.58,213560,0.859,Howl,Florence + The Machine
0.0173,0.916,183695,0.571,For Free,DJ Khaled
0.0681,0.767,430576,0.686,Mystery Of Love,Mr. Fingers
0.0853,0.864,126467,0.552,Hung Over,The Martini's
0.661,0.457,176613,0.909,"Bold Soul Sister, Bold Soul Brother - USDEA0400901",The Black On White Affair
0.543,0.785,196570,0.796,Cane Shuga,Glass Animals
0.211,0.418,230720,0.547,Queen,Perfume Genius
0.0378,0.81,369627,0.793,Get Lucky,Daft Punk
0.0159,0.588,269267,0.596,Bugatti,Ace Hood
0.0384,0.841,195474,0.729,Versace,Migos
0.000954,0.775,188013,0.823,Black Skinhead,Kanye West
0.147,0.85,261321,0.509,Type of Way,Rich Homie Quan
0.00444,0.413,225867,0.633,Recover,CHVRCHES
0.222,0.76,199227,0.79,Bitter Rivals,Sleigh Bells
0.0745,0.409,175480,0.532,Gonna Die,Autre Ne Veut
0.957,0.342,171613,0.159,Angels,The xx
0.0475,0.606,228147,0.503,GOT IT GOOD,KAYTRANADA
0.00369,0.647,285596,0.762,I Got U,Duke Dumont
0.0216,0.709,343800,0.669,Something About You - ODESZA Remix,Hayden James
0.156,0.378,282053,0.572,Oblivion,The Seshen
0.112,0.555,187000,0.699,Distant Heart,The Seshen
0.382,0.735,277975,0.555,Finally Moving,Pretty Lights
0.0564,0.607,248000,0.435,Want My Love,Cathedrals
0.0369,0.448,258653,0.733,Myth,Beach House
0.655,0.507,194253,0.466,Weary,Solange
0.138,0.667,250707,0.658,Treat Me Like Fire,LION BABE
0.345,0.855,225181,0.605,Something About You,Hayden James
0.2,0.739,556924,0.848,Let It Happen - Soulwax Remix,Tame Impala
0.0739,0.833,301240,0.663,Hood Pass Intact,Dâm-Funk
0.00535,0.654,247600,0.641,Let's Dance (Single Version) [2002 Remastered Version],David Bowie
0.208,0.514,233818,0.632,Ode To Viceroy,Mac Demarco
0.0019,0.468,260013,0.88,Five Seconds,Twin Shadow
0.135,0.756,246893,0.415,No Sleep Till Brooklyn,Beastie Boys
0.0208,0.869,233787,0.687,F**kin' Problems,A$AP Rocky
0.144,0.709,310187,0.412,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces
0.0559,0.521,182160,0.851,Never Saw The Point,Cults
0.0852,0.858,203373,0.789,212,Azealia Banks
4.69E-06,0.566,123547,0.869,Forgiven/Forgotten,Angel Olsen
0.148,0.701,462267,0.788,All My Friends,LCD Soundsystem
0.374,0.772,167158,0.612,Lay Up,Future
0.142,0.714,135920,0.566,Father Stretch My Hands Pt. 1,Kanye West
0.0313,0.515,238419,0.902,Big For Your Boots,Stormzy
0.00531,0.859,219737,0.624,No Security,Skepta
0.0381,0.709,176589,0.797,Fam,Saskilla
0.102,0.699,197452,0.724,Mr Skeng,Stormzy
0.377,0.497,196480,0.734,Beauty and the Beast,Bugzy Malone
0.0669,0.832,187585,0.854,I Win,Lethal Bizzle
0.285,0.88,151987,0.697,Plottin,J HUS
0.289,0.506,240363,0.43,M.E.N,Bugzy Malone
0.202,0.732,156961,0.974,Cold,Stormzy
0.671,0.539,166304,0.74,Toothache,Jaykae
0.352,0.494,179009,0.78,Coward,Chip
0.00298,0.545,278227,0.904,3 Wheel-ups (feat. Wiley & Giggs),Kano
0.397,0.739,181714,0.665,T On the Wing,President T
0.134,0.603,246685,0.64,Bad Boys (feat. Ghetts and J Hus),Stormzy
0.0641,0.667,201964,0.673,Thiago Silva,Dave
0.375,0.561,195419,0.588,And Dat (Ft. Stormzy),Bonkaz
0.258,0.812,181114,0.937,6 In The Morning,Wiley
0.0103,0.745,143214,0.822,Skepta Interlude,Drake
0.329,0.673,213251,0.922,Man Don't Care,Jme
0.35,0.794,187400,0.801,Luke Cage,AJ Tracey
0.1,0.575,188875,0.723,Shutdown,Skepta
0.819,0.64,227222,0.196,My Old Man,Zac Brown Band
0.0677,0.587,180252,0.628,Losing Sleep,Chris Young
0.013,0.631,187813,0.716,Sleep Without You,Brett Young
0.231,0.589,194413,0.809,Yeah Boy,Kelsea Ballerini
0.000907,0.612,227373,0.841,Craving You,Thomas Rhett
0.01,0.553,154320,0.743,More Girls Like You,Kip Moore
0.0538,0.548,188293,0.877,Heart Break,Lady Antebellum
0.151,0.528,251067,0.842,Cut Your Groove,Charlie Worsham
0.27,0.663,211160,0.656,Black,Dierks Bentley
0.0549,0.53,187760,0.809,The Weekend,Brantley Gilbert
0.0966,0.525,190227,0.657,Reasons,Jillian Jacqueline
0.0244,0.553,206573,0.747,Small Town Boy,Dustin Lynch
0.0102,0.533,208733,0.91,Yours If You Want It,Rascal Flatts
0.148,0.726,231173,0.595,Roots,Zac Brown Band
0.00733,0.584,171067,0.716,Sunday Morning,Parmalee
0.0165,0.443,223800,0.804,Hurricane,Luke Combs
0.124,0.521,176987,0.805,Think A Little Less,Michael Ray
0.661,0.476,231920,0.527,Speak to a Girl,Tim McGraw
0.0159,0.591,185474,0.577,Man Enough Now,Chris Bandi
0.335,0.5,214507,0.622,If I Told You,Darius Rucker
0.234,0.674,167200,0.706,Happy People,Little Big Town
0.144,0.631,227573,0.658,All On Me,Devin Dawson
0.0494,0.562,217280,0.94,Somethin' I'm Good At,Brett Eldredge
0.214,0.638,196422,0.634,I Could Use a Love Song,Maren Morris
0.733,0.409,16042,0.645,Zac Brown Band - Hot Country,Various Artists
0.0968,0.434,266787,0.664,Trying To Drive,Zac Brown Band
0.333,0.439,183413,0.802,"God, Your Mama, And Me",Florida Georgia Line
0.0915,0.533,230722,0.533,Real Thing,Zac Brown Band
0.0207,0.434,195307,0.921,They Don't Know,Jason Aldean
0.0558,0.523,214800,0.725,Every Time I Hear That Song,Blake Shelton
0.00898,0.612,188253,0.799,What Ifs,Kane Brown
0.0993,0.51,211227,0.904,For Her,Chris Lane
0.424,0.55,232253,0.774,Act Like You Don't,Brooke Eden
0.397,0.596,224853,0.544,In Case You Didn't Know,Brett Young
0.0166,0.622,194240,0.745,Two Black X's,Dylan Schneider
0.0344,0.659,183747,0.926,You Look Good,Lady Antebellum
0.00566,0.479,178027,0.86,Close,Ryan Kinder
0.186,0.56,209840,0.78,Ain't Always Pretty,Logan Mize
0.0179,0.512,187342,0.587,Love in a Bar,Ryan Hurd
0.0292,0.403,211307,0.745,Family Table,Zac Brown Band
0.312,0.536,203293,0.722,Any Ol' Barstool,Jason Aldean
0.116,0.685,201893,0.783,Dirt On My Boots,Jon Pardi
0.638,0.71,186627,0.498,Just a Phase,Adam Craig
0.463,0.731,165387,0.469,Body Like A Back Road,Sam Hunt
0.208,0.501,192000,0.836,How Not To,Dan + Shay
0.861,0.425,259280,0.372,Tin Man,Miranda Lambert
0.0209,0.458,211240,0.894,Blue Tacoma,Russell Dickerson
0.0406,0.488,226173,0.915,May We All,Florida Georgia Line
0.422,0.482,230832,0.739,Last Time for Everything,Brad Paisley
0.0527,0.442,173187,0.784,Getting Over You,Jackie Lee
0.00434,0.555,177067,0.896,Flatliner (feat. Dierks Bentley),Cole Swindell
0.0551,0.41,158667,0.738,Like You That Way,Canaan Smith
0.273,0.507,216187,0.81,Hometown Girl,Josh Turner
0.129,0.69,181200,0.626,Star Of The Show,Thomas Rhett
0.865,0.641,248053,0.0628,Either Way,Chris Stapleton
0.279,0.655,178840,0.785,No Such Thing as a Broken Heart,Old Dominion
0.2,0.529,215600,0.803,There’s A Girl,Trent Harmon
0.0304,0.681,184040,0.845,The Fighter,Keith Urban
0.229,0.694,228827,0.815,Despacito - Remix,Luis Fonsi
0.231,0.755,229849,0.789,Felices los 4,Maluma
0.0744,0.684,208163,0.823,SUBEME LA RADIO,Enrique Iglesias
0.0258,0.746,205741,0.794,Me Rehúso,Danny Ocean
0.243,0.683,219507,0.691,El Amante,Nicky Jam
0.0245,0.747,232787,0.864,Escápate Conmigo,Wisin
0.286,0.706,271080,0.689,Ahora Dice,Chris Jeday
0.168,0.859,195613,0.756,Chantaje,Shakira
0.0277,0.489,194942,0.962,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull
0.154,0.889,201280,0.853,Sigo Extrañándote,J Balvin
0.0559,0.832,209453,0.772,Otra Vez (feat. J Balvin),Zion & Lennox
0.116,0.685,204520,0.859,La Rompe Corazones,Daddy Yankee
0.27,0.639,307910,0.869,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa
0.209,0.66,228200,0.786,Despacito (Featuring Daddy Yankee),Luis Fonsi
0.4,0.761,222560,0.838,Reggaetón Lento (Bailemos),CNCO
0.0309,0.792,205520,0.819,Hey DJ,CNCO
0.547,0.76,210323,0.838,Me Llamas (feat. Maluma) - Remix,Piso 21
0.211,0.711,225813,0.875,Me Enamoré,Shakira
0.205,0.735,193118,0.482,Tu Foto,Ozuna
0.00431,0.663,259196,0.92,Vente Pa' Ca,Ricky Martin
0.551,0.508,205600,0.687,Safari,J Balvin
0.0897,0.745,223613,0.921,Alguien Robo,Sebastian Yatra
0.256,0.772,238800,0.909,Vacaciones,Wisin
0.125,0.761,211627,0.82,Te Quiero Pa´Mi,Don Omar
0.167,0.761,252003,0.829,Ay Mi Dios,IAmChino
0.142,0.776,228467,0.669,Traicionera,Sebastian Yatra
0.204,0.685,221027,0.731,Si Tú La Ves,Nicky Jam
0.053,0.724,197087,0.84,Lumbra,Cali Y El Dandee
0.206,0.746,227457,0.961,La Bicicleta,Carlos Vives
0.163,0.817,207200,0.869,Bailame,Nacho
0.0998,0.721,226400,0.687,Dile Que Tu Me Quieres,Ozuna
0.39,0.732,196480,0.801,Deja vu,Prince Royce
0.245,0.682,228147,0.858,Sé Que Te Duele,Alejandro Fernandez
0.132,0.73,207307,0.701,Borro Cassette,Maluma
0.0786,0.724,200813,0.904,DUELE EL CORAZON,Enrique Iglesias
0.0244,0.68,247493,0.954,Andas En Mi Cabeza,Chino & Nacho
0.0724,0.827,197840,0.646,Chillax,Farruko
0.282,0.832,198707,0.608,Hasta el Amanecer,Nicky Jam
0.163,0.688,240000,0.719,Bailame Despacio,Xantos
0.076,0.899,234320,0.626,Shaky Shaky,Daddy Yankee
0.0345,0.724,181048,0.809,Besándote,Piso 21
0.0685,0.712,199281,0.841,Ando buscando (feat. Piso 21),Carlos Baute
0.113,0.801,236493,0.822,Hula Hoop,Daddy Yankee
0.0869,0.49,246853,0.894,Qué Gano Olvidándote - Versión Urbana,Reik
0.234,0.768,219227,0.742,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik
0.0821,0.725,246653,0.711,Mi Tesoro (feat. Nicky Jam),Zion & Lennox
0.803,0.612,245493,0.57,Tú Sí Sabes Quererme,Natalia Lafourcade
0.189,0.67,276688,0.679,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela
0.0525,0.779,166600,0.659,Fuego,Juanes
0.051,0.712,214072,0.901,Al Filo de Tu Amor,Carlos Vives
0.0983,0.648,223800,0.833,Young And Menace,Fall Out Boy
0.00898,0.499,229093,0.824,"Sugar, We're Goin Down",Fall Out Boy
0.004,0.385,228360,0.866,Centuries,Fall Out Boy
0.0313,0.561,186827,0.927,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
0.00139,0.613,189387,0.874,Immortals,Fall Out Boy
0.119,0.623,211573,0.956,Uma Thurman,Fall Out Boy
0.00494,0.616,180267,0.961,"Dance, Dance",Fall Out Boy
0.000965,0.607,212040,0.889,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
0.177,0.95,214648,0.412,Bad Liar,Selena Gomez
0.222,0.63,228827,0.815,Despacito - Remix,Luis Fonsi
0.00593,0.608,187761,0.841,Thunder,Imagine Dragons
0.0969,0.774,211475,0.626,Attention,Charlie Puth
0.381,0.857,199440,0.8,There's Nothing Holdin' Me Back,Shawn Mendes
0.102,0.44,258188,0.413,Quit (feat. Ariana Grande),Cashmere Cat
0.0745,0.696,211364,0.503,The Cure,Lady Gaga
0.197,0.633,193511,0.592,First Time,Kygo
0.062,0.711,223190,0.722,No Vacancy,OneRepublic
0.0485,0.76,204400,0.588,Most Girls,Hailee Steinfeld
0.0577,0.565,231906,0.782,Malibu,Miley Cyrus
0.238,0.457,210091,0.627,Stay (with Alessia Cara),Zedd
0.56,0.622,250200,0.593,1-800-273-8255,Logic
0.15,0.703,193613,0.868,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann
0.115,0.66,214802,0.575,Now Or Never,Halsey
0.0575,0.741,223504,0.667,No Promises (feat. Demi Lovato),Cheat Codes
0.0133,0.726,188174,0.429,Slow Hands,Niall Horan
0.0283,0.656,197253,0.615,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha
0.00464,0.565,225526,0.771,Good Life (with G-Eazy & Kehlani),G-Eazy
0.97,0.549,206933,0.371,The Night We Met,Lord Huron
0.45,0.754,272667,0.762,Rollin,Calvin Harris
0.00728,0.741,221983,0.559,Obsession (feat. Jon Bellion),Vice
0.549,0.87,160597,0.502,Whippin (feat. Felix Snow),Kiiara
0.281,0.718,214867,0.609,Symphony,Clean Bandit
0.00411,0.624,207520,0.806,Break Up Every Night,The Chainsmokers
0.0293,0.726,233833,0.769,Unforgettable,French Montana
0.000339,0.905,177604,0.596,HUMBLE.,Kendrick Lamar
0.00517,0.747,212027,0.592,do re mi,Blackbear
0.075,0.696,216409,0.817,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
0.0355,0.673,201601,0.676,Whatever It Takes,Imagine Dragons
0.032,0.607,213307,0.718,Touch,Little Mix
0.0303,0.415,251423,0.369,Selfish,Future
0.0905,0.648,220781,0.532,It Ain’t Me (with Selena Gomez),Kygo
0.128,0.747,184134,0.799,Mama,Jonas Blue
0.238,0.76,177573,0.303,The One,The Chainsmokers
0.401,0.763,197495,0.671,Nights With You,MØ
0.0235,0.667,172893,0.648,TG4M,Zara Larsson
0.0102,0.833,204600,0.434,Mask Off,Future
0.122,0.803,227292,0.793,Bon Appétit,Katy Perry
0.0275,0.516,340707,0.595,Sign of the Times,Harry Styles
0.00246,0.532,200733,0.778,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly
0.416,0.704,176347,0.423,Issues,Julia Michaels
0.013,0.853,206693,0.56,That's What I Like,Bruno Mars
0.0561,0.623,220291,0.656,September Song,JP Cooper
0.131,0.748,188491,0.627,Still Got Time,ZAYN
0.33,0.736,219080,0.449,Location,Khalid
0.0895,0.584,220883,0.54,Scared to Be Lonely,Martin Garrix
0.304,0.804,298941,0.459,Passionfruit,Drake
0.581,0.825,233713,0.652,Shape of You,Ed Sheeran
0.0991,0.608,232947,0.86,Wild Ones (feat. Sia),Flo Rida
0.167,0.748,210627,0.727,Starships,Nicki Minaj
0.0656,0.828,299333,0.433,Lollipop,Lil Wayne
0.0921,0.72,229360,0.802,Time of Our Lives,Pitbull
0.0319,0.646,210960,0.795,Stereo Hearts (feat. Adam Levine),Gym Class Heroes
0.0643,0.755,198187,0.838,Glad You Came,The Wanted
0.00622,0.75,203867,0.78,Dynamite,Taio Cruz
0.0567,0.467,293533,0.564,Clique,JAY Z
0.11,0.66,180480,0.867,Airplanes (feat. Hayley Williams of Paramore),B.o.B
0.555,0.635,217419,0.691,Trumpets,Jason Derulo
0.071,0.375,338853,0.862,Live Your Life - feat. Rihanna,T.I.
0.00738,0.352,216893,0.843,Like A G6,Far East Movement
0.039,0.673,229507,0.758,Feel This Moment,Pitbull
0.0295,0.581,204160,0.963,Timber,Pitbull
0.0384,0.72,175427,0.791,Classic,MKTO
0.069,0.599,245041,0.803,Titanium (feat. Sia),David Guetta
0.0181,0.62,229573,0.869,E.T. - feat. Kanye West,Katy Perry
0.000704,0.657,190186,0.827,GDFR (feat. Sage The Gemini & Lookas),Flo Rida
0.0525,0.715,207333,0.655,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg
0.0514,0.786,250189,0.857,The Monster,Eminem
0.0746,0.755,199693,0.832,TiK ToK,Kesha
0.0715,0.859,188453,0.697,Love You Like A Love Song,Selena Gomez & The Scene
0.112,0.612,212862,0.84,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia
0.0762,0.809,195853,0.628,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta
0.000979,0.842,189907,0.531,Somebody,Natalie La Rose
0.0183,0.745,189959,0.714,Maps,Maroon 5
0.162,0.725,247520,0.68,Am I Wrong,Nico & Vinz
0.0117,0.579,275987,0.821,Umbrella,Rihanna
0.0649,0.663,257840,0.714,Counting Stars,OneRepublic
0.00107,0.818,213733,0.799,Turn Down for What,DJ Snake
0.0378,0.81,369627,0.793,Get Lucky,Daft Punk
0.0533,0.441,225160,0.87,A Dustland Fairytale,The Killers
0.0215,0.688,192191,0.702,My House,Flo Rida
0.219,0.427,257760,0.861,Best I Ever Had,Drake
0.0196,0.592,206880,0.752,Stitches,Shawn Mendes
0.403,0.753,203467,0.801,I Will Never Let You Down,Rita Ora
0.186,0.548,272394,0.532,Do I Wanna Know?,Arctic Monkeys
0.00901,0.635,307987,0.983,Cinema - Skrillex Remix,Benny Benassi
0.0431,0.697,277387,0.527,Take Care,Drake
0.0208,0.583,258827,0.786,Love Song,Sara Bareilles
0.00373,0.862,263827,0.608,Blurred Lines,Robin Thicke
0.119,0.68,313787,0.489,Swimming Pools (Drank) - Extended Version,Kendrick Lamar
0.161,0.772,225560,0.648,Beautiful Girls - Radio Disney Version,Sean Kingston
0.0532,0.709,189333,0.697,Cool,Gwen Stefani
0.455,0.627,262853,0.56,Can’t Live Without,Hollyn
0.0394,0.567,217480,0.678,Glimpse,Kim Walker-Smith
0.0495,0.547,187013,0.513,Broken Things,Matthew West
0.379,0.335,255160,0.582,Even If,MercyMe
0.0363,0.468,219720,0.786,Home,Chris Tomlin
0.648,0.322,228067,0.508,Nowhere,Sarah Reeves
0.766,0.486,250123,0.331,Hills and Valleys (The Valleys Version),Tauren Wells
0.0189,0.475,195907,0.672,Chain Breaker,Zach Williams
0.912,0.361,277973,0.236,Clean,Natalie Grant
0.447,0.519,245853,0.684,I Will,Citizen Way
0.0353,0.576,254262,0.686,The Gospel,Ryan Stevenson
0.0342,0.511,284947,0.815,Throne Room,Kim Walker-Smith
0.0164,0.526,237467,0.692,I Won't Let You Go - Radio Version,Switchfoot
0.0176,0.621,215050,0.674,Unfinished,Mandisa
0.117,0.673,176453,0.813,Old Church Choir,Zach Williams
0.28,0.555,236667,0.663,Forgiven,Crowder
0.379,0.534,225933,0.508,Love Wins,Love and Theft
0.199,0.422,204800,0.336,I Have This Hope,Tenth Avenue North
0.568,0.448,218133,0.412,In Awe,Hollyn
0.498,0.331,255173,0.427,Oh My Soul,Casting Crowns
0.0229,0.385,222400,0.663,You Redeem - Studio Version,Aaron Shust
0.0141,0.447,212701,0.89,Amen,Hunter Hayes
0.0107,0.619,220840,0.733,Brand New Life,Colton Dixon
0.202,0.497,249640,0.604,Oceans (Where Feet May Fail) - Radio Version,Hillsong United
0.587,0.464,205387,0.225,O God Forgive Us,for KING & COUNTRY
0.0298,0.306,293331,0.742,Death Was Arrested,North Point InsideOut
0.149,0.536,243013,0.711,Back To God,Reba McEntire
0.000767,0.429,264320,0.636,Say The Word,Hillsong United
0.627,0.295,252360,0.326,On My Side,Kim Walker-Smith
0.0218,0.534,168040,0.933,Bloom,Grayson Reed
0.104,0.475,219280,0.92,Revival,Third Day
0.415,0.436,248962,0.618,Hold It All,Cody Carnes
0.0458,0.704,201093,0.928,Lifer,MercyMe
0.0166,0.543,202039,0.944,Now,Mallary Hope
0.0108,0.534,235733,0.862,Battles,The Afters
0.85,0.227,247020,0.309,Prove Me Wrong,Mandisa
0.193,0.732,207052,0.606,Run the Race,Holly Starr
0.322,0.659,167711,0.848,The Happy Song,Jamie Grace
0.298,0.588,228453,0.58,Find You Here,Ellie Holcomb
0.0875,0.353,199111,0.87,Change The World (feat. Hollyn),Derek Minor
0.225,0.696,230933,0.713,Rise,Kim Walker-Smith
0.00532,0.529,208520,0.769,Priceless,for KING & COUNTRY
0.000774,0.525,239999,0.657,Alive In You - Studio Version,Jesus Culture
0.187,0.423,238200,0.502,What A Beautiful Name,Hillsong Worship
0.00497,0.574,240453,0.802,Beloved,Jordan Feliz
0.000619,0.388,347893,0.542,There Is a Cloud,Elevation Worship
0.0643,0.519,217800,0.907,Rise,Danny Gokey
0.00687,0.688,183413,0.843,Fearless,Jasmine Murray
0.807,0.569,235680,0.484,Tears,Matt Hammitt
0.0024,0.547,228040,0.511,To Live Is Christ,Sidewalk Prophets
0.0198,0.511,237453,0.831,Be The Change,Britt Nicole
0.000937,0.676,200481,0.79,Parachute,Joshua Micah
0.0646,0.587,203937,0.791,Where You Are (Reimagined),Hillsong Young & Free
0.183,0.389,297320,0.525,The Cause Of Christ,Kari Jobe
0.105,0.528,216400,0.59,King Of The World,Natalie Grant
0.0326,0.37,235227,0.723,Come Alive (Dry Bones),Lauren Daigle
0.0919,0.301,254373,0.762,Even So Come - Radio Version/Live,Passion
0.0839,0.459,256933,0.561,"10,000 Reasons (Bless the Lord) [Radio Version]",Matt Redman
